weight,age,height,size
154.32,46,5.42,M
134.48,35,5.42,L
138.89,38,5.67,XL
127.87,32,5.33,M
154.32,24,5.50,XL
154.32,46,5.08,XXXL
143.30,25,5.25,XL
138.89,34,5.25,XL
121.25,26,5.58,M
143.30,46,5.58,XXXL
136.69,37,5.50,XL
154.32,32,5.42,XXXL
105.82,39,5.25,XXS
229.28,34,5.17,XXXL
134.48,58,5.42,XL
119.05,30,5.42,S
123.46,28,5.33,S
138.89,30,5.33,L
97.00,29,5.17,XXS
127.87,33,5.42,XL
119.05,24,5.58,S
136.69,27,5.83,M
123.46,27,5.33,S
163.14,31,5.25,XXXL
114.64,31,5.17,S
127.87,34,5.50,M
154.32,33,5.17,XXXL
138.89,29,5.50,XL
116.84,47,5.08,M
123.46,28,5.25,M
138.89,31,5.50,M
114.64,42,5.58,S
138.89,33,5.25,M
119.05,40,5.58,XXS
127.87,35,5.42,L
119.05,36,5.25,S
127.87,29,5.25,M
108.03,34,5.17,S
198.42,35,5.67,XXXL
134.48,28,5.50,L
149.91,37,5.58,L
169.76,39,5.33,XXXL
127.87,27,5.33,L
224.87,28,5.25,XXXL
154.32,29,5.58,XL
136.69,44,5.50,L
110.23,40,5.25,XXS
134.48,29,5.58,M
143.30,40,5.50,XL
169.76,44,5.33,XXXL
169.76,37,5.33,XXXL
158.73,51,5.50,XXXL
138.89,28,5.33,L
116.84,26,5.42,M
149.91,20,5.50,XL
138.89,34,5.58,L
123.46,30,5.58,M
88.18,26,5.25,XXS
123.46,42,5.33,XXS
112.44,45,5.25,S
178.57,32,5.75,XXXL
127.87,27,5.67,M
123.46,36,5.33,M
114.64,32,5.33,S
156.53,39,5.75,XXXL
154.32,58,5.67,XXXL
134.48,34,5.58,XL
125.66,31,5.42,L
108.03,31,5.33,S
119.05,28,5.83,S
134.48,52,5.33,M
110.23,31,5.08,S
209.44,31,5.33,XXXL
169.76,35,5.42,XL
119.05,38,5.25,M
149.91,59,5.75,M
149.91,33,5.83,L
114.64,20,5.08,S
119.05,29,5.33,S
143.30,41,5.58,XL
119.05,34,5.58,M
158.73,28,5.75,XL
138.89,30,5.17,XL
134.48,28,5.75,L
154.32,45,5.33,XXXL
134.48,35,5.25,XL
116.84,31,5.33,S
138.89,28,5.50,XL
110.23,29,5.17,XXS
119.05,27,5.17,S
154.32,30,5.50,XL
143.30,30,5.50,S
119.05,34,5.17,S
158.73,35,5.58,XXXL
134.48,34,5.42,M
127.87,30,5.67,M
163.14,31,5.25,XXXL
158.73,53,5.67,XXXL
134.48,34,5.33,L
114.64,38,5.25,S
110.23,47,5.33,S
169.76,29,5.58,XXXL
103.62,32,5.08,XXS
134.48,37,5.58,M
163.14,33,5.33,XXXL
119.05,27,5.25,S
97.00,29,5.17,XXS
138.89,29,5.42,S
119.05,26,5.50,XXS
138.89,31,5.42,M
123.46,56,5.25,M
154.32,54,5.67,XXXL
127.87,30,5.17,XL
127.87,31,5.58,M
136.69,50,5.42,XL
189.60,38,5.83,XXXL
119.05,24,5.42,M
127.87,28,5.42,M
125.66,35,5.58,S
108.03,25,5.25,M
121.25,20,5.33,XXS
127.87,37,5.17,M
114.64,52,5.33,M
189.60,26,5.58,XXXL
114.64,36,5.25,M
143.30,30,5.33,XL
154.32,25,5.67,L
134.48,39,5.58,L
127.87,44,5.25,M
105.82,51,5.33,S
138.89,28,5.50,XL
125.66,45,5.50,L
158.73,29,6.00,XL
119.05,31,5.33,M
119.05,28,5.42,M
103.62,28,5.08,S
123.46,33,5.42,S
171.96,39,5.75,XXXL
127.87,33,5.17,L
116.84,28,5.33,XXS
134.48,25,5.67,L
127.87,32,5.67,M
123.46,28,5.33,L
138.89,40,5.33,XL
134.48,29,5.50,L
143.30,25,5.67,M
127.87,30,5.50,M
178.57,34,5.58,XXXL
127.87,29,5.75,L
119.05,28,5.08,S
103.62,41,5.17,S
127.87,28,5.42,S
108.03,24,5.25,S
127.87,33,5.25,M
119.05,49,5.00,M
127.87,31,5.67,M
119.05,37,5.58,M
116.84,34,5.33,M
108.03,27,5.42,XXS
134.48,27,5.83,S
123.46,29,5.25,S
127.87,53,5.58,XL
149.91,30,5.75,L
187.39,30,5.50,XXXL
134.48,45,5.50,XL
134.48,29,5.50,S
158.73,36,5.42,XXXL
169.76,28,5.25,XXXL
123.46,32,5.58,M
116.84,46,5.25,S
156.53,40,5.67,XXXL
127.87,27,5.42,M
143.30,40,5.33,XL
119.05,29,5.33,S
114.64,28,5.42,S
114.64,31,5.17,S
123.46,34,5.33,M
125.66,27,5.25,M
123.46,25,5.33,S
110.23,62,5.08,M
130.07,32,5.42,XL
182.98,31,5.42,XXXL
132.28,29,5.42,M
149.91,32,5.92,L
127.87,25,5.33,S
119.05,34,5.67,S
116.84,32,5.50,S
138.89,31,5.58,L
110.23,30,5.42,XXS
160.94,42,5.50,XXXL
114.64,54,5.17,S
125.66,28,5.58,M
134.48,33,5.50,XL
123.46,26,5.67,S
127.87,29,5.42,M
141.10,46,5.50,XL
127.87,38,5.58,M
119.05,38,5.25,S
158.73,31,5.75,XXXL
134.48,47,5.58,M
169.76,33,5.50,XXXL
119.05,38,5.17,XXS
116.84,31,5.33,S
116.84,33,5.25,XXS
154.32,29,5.25,XXXL
182.98,36,5.67,XXXL
125.66,36,5.58,S
110.23,31,5.33,XXS
103.62,39,5.17,S
145.50,35,5.17,L
163.14,25,5.50,XL
123.46,22,5.58,S
174.16,41,5.75,XXXL
149.91,34,5.50,XL
134.48,22,5.42,XL
167.55,30,5.67,XL
145.50,36,5.42,XL
127.87,30,5.42,M
108.03,32,5.08,S
136.69,24,5.67,L
145.50,38,5.58,L
249.12,30,5.58,XXXL
119.05,39,5.33,M
127.87,,5.25,S
134.48,28,5.00,L
127.87,33,5.75,L
143.30,30,5.58,L
138.89,31,5.50,XXXL
125.66,33,5.58,S
105.82,51,5.17,S
163.14,40,5.17,XXXL
110.23,31,5.25,XXS
138.89,38,5.58,M
123.46,28,5.75,S
149.91,43,5.58,XXXL
127.87,32,5.17,M
101.41,32,5.00,XXS
114.64,36,5.25,S
112.44,28,5.50,XXS
119.05,29,5.58,S
158.73,69,5.50,XXXL
127.87,28,5.67,M
134.48,33,5.75,L
108.03,28,5.08,XXS
158.73,53,5.50,XXXL
138.89,28,6.00,L
143.30,38,5.50,L
114.64,31,5.33,M
143.30,29,5.75,L
108.03,28,5.50,XXS
123.46,30,5.08,L
134.48,28,5.58,S
114.64,28,5.67,XXS
127.87,27,5.75,M
138.89,28,5.42,XL
163.14,41,5.67,XL
136.69,30,5.67,M
163.14,42,5.67,XL
163.14,33,5.50,XXXL
163.14,32,5.33,XL
169.76,37,5.83,XXXL
127.87,29,5.17,S
105.82,30,5.08,S
116.84,28,5.25,S
134.48,25,5.42,M
121.25,26,5.42,S
163.14,38,5.75,XXXL
154.32,32,5.67,L
134.48,28,5.83,M
180.78,51,5.75,XXXL
134.48,35,5.50,M
127.87,39,5.17,M
134.48,27,5.42,L
149.91,29,5.50,XL
123.46,28,5.50,S
125.66,61,5.50,L
134.48,45,5.42,L
123.46,40,5.33,M
149.91,38,5.50,XXXL
114.64,34,5.33,S
127.87,35,5.83,S
123.46,35,5.33,S
119.05,34,5.50,S
158.73,29,5.83,XL
103.62,31,5.17,XXS
123.46,36,5.42,M
158.73,25,5.33,XXXL
123.46,24,5.92,M
138.89,31,5.50,XL
163.14,38,5.42,XXXL
138.89,29,5.58,XXS
114.64,34,5.50,M
108.03,36,5.00,XXS
138.89,32,5.67,L
141.10,31,5.75,L
149.91,56,5.75,M
149.91,33,5.50,XXXL
143.30,33,5.75,XL
130.07,30,5.17,S
143.30,22,5.58,L
138.89,34,5.33,XL
105.82,42,4.92,M
103.62,40,5.08,M
154.32,28,5.42,XXXL
127.87,29,5.75,S
123.46,27,5.25,M
127.87,46,5.50,M
138.89,29,5.67,M
169.76,53,5.33,XXXL
136.69,52,5.83,L
132.28,34,5.50,M
127.87,29,5.50,M
149.91,30,5.42,XL
114.64,37,5.33,XXS
138.89,37,5.25,XL
171.96,40,5.17,XXXL
134.48,28,5.50,M
169.76,47,5.42,XXXL
209.44,46,5.33,XXXL
127.87,29,5.50,S
143.30,47,5.75,XL
127.87,27,5.50,S
147.71,57,5.92,XL
99.21,30,4.92,XXS
119.05,32,5.25,XXS
134.48,20,5.58,L
127.87,26,5.42,XL
125.66,34,5.33,M
134.48,38,5.42,M
134.48,29,5.42,M
136.69,44,5.42,M
134.48,35,5.67,L
158.73,32,5.42,XXXL
163.14,40,5.75,XL
134.48,33,5.08,M
123.46,32,5.50,M
123.46,42,5.42,M
127.87,33,5.25,M
130.07,33,5.42,L
167.55,46,5.50,XXXL
134.48,47,5.17,L
158.73,47,5.83,XL
149.91,29,5.42,L
134.48,38,6.00,L
127.87,36,5.17,L
123.46,35,5.58,S
134.48,32,5.33,L
123.46,32,5.42,S
169.76,29,5.67,XL
154.32,30,5.33,L
189.60,61,5.25,XXXL
141.10,34,5.92,XL
167.55,32,5.75,XXXL
138.89,35,5.42,L
134.48,31,5.42,M
149.91,33,5.33,XXXL
273.37,52,5.67,XXXL
149.91,41,5.25,L
114.64,25,5.17,XXS
147.71,30,5.50,M
108.03,35,5.33,XXS
114.64,36,5.17,M
116.84,30,5.17,XXS
171.96,43,5.83,XXXL
127.87,35,5.67,M
114.64,30,5.25,S
134.48,31,6.00,M
134.48,32,5.58,M
127.87,34,5.58,M
169.76,43,5.58,XXXL
156.53,30,5.58,XXXL
116.84,41,5.17,L
134.48,33,5.25,L
103.62,29,5.08,XXS
114.64,39,5.42,S
123.46,30,5.08,M
123.46,31,5.08,S
174.16,57,5.50,XXXL
123.46,27,5.25,S
143.30,30,5.25,XL
103.62,38,4.92,S
119.05,36,5.33,S
143.30,33,6.25,XL
116.84,44,5.58,S
145.50,34,5.50,M
127.87,38,5.50,M
127.87,28,5.42,S
94.80,24,5.17,XXS
127.87,29,5.17,XL
149.91,31,5.58,XXXL
149.91,31,5.75,L
108.03,27,5.08,XXS
134.48,51,5.58,M
149.91,24,5.67,L
127.87,27,5.42,L
149.91,31,5.33,XXXL
119.05,32,5.75,XXS
187.39,28,5.33,XXXL
169.76,45,5.75,XXXL
127.87,31,5.17,L
138.89,28,5.42,XL
127.87,43,5.00,XXXL
119.05,34,5.33,XXS
134.48,33,5.58,L
116.84,27,5.25,S
105.82,36,5.17,XXS
134.48,32,5.33,M
127.87,44,5.50,L
138.89,53,5.42,XL
127.87,31,5.58,M
145.50,52,5.50,XL
127.87,40,5.25,M
134.48,30,5.17,M
119.05,31,5.50,S
143.30,32,5.25,XL
143.30,34,5.42,XL
123.46,21,5.75,M
116.84,30,5.58,S
141.10,31,5.58,XL
163.14,48,5.33,XXXL
138.89,19,5.25,L
145.50,54,5.58,XXXL
127.87,38,5.50,S
127.87,39,5.50,L
114.64,27,5.25,S
134.48,29,5.42,L
108.03,42,5.08,S
114.64,31,5.33,M
119.05,23,5.42,XL
123.46,43,5.67,S
110.23,29,5.08,XXS
127.87,34,5.25,M
114.64,33,5.08,M
127.87,26,5.67,L
123.46,35,5.42,L
132.28,37,5.67,M
123.46,39,5.75,M
145.50,24,5.83,L
103.62,41,5.17,S
114.64,41,5.08,M
127.87,35,5.67,M
114.64,35,5.08,S
154.32,35,5.83,XXXL
108.03,32,5.42,XXS
108.03,31,5.17,XXS
158.73,27,5.42,L
174.16,34,5.33,XXXL
103.62,27,5.25,XXS
138.89,23,5.33,M
119.05,45,5.50,L
149.91,36,5.67,XXXL
134.48,33,5.58,M
158.73,39,5.50,XL
108.03,30,5.42,S
189.60,33,5.75,XXXL
169.76,24,5.58,XXXL
134.48,25,5.17,L
127.87,25,5.58,M
143.30,29,5.58,M
136.69,28,5.50,M
127.87,37,5.33,M
119.05,36,5.50,M
134.48,37,5.17,M
123.46,35,5.33,M
143.30,37,5.50,L
163.14,19,5.83,XXXL
169.76,64,5.58,XXXL
163.14,34,5.50,XXXL
143.30,35,5.42,XL
123.46,32,5.50,M
160.94,38,5.42,XXXL
121.25,26,5.58,M
123.46,48,5.42,S
119.05,31,5.33,M
123.46,24,5.50,M
147.71,33,5.42,XL
160.94,30,5.58,XXXL
158.73,29,5.58,XL
112.44,30,5.25,XXS
138.89,32,5.33,XXXL
138.89,22,5.33,L
127.87,34,5.33,M
149.91,35,5.42,XXXL
123.46,31,5.25,S
158.73,40,5.83,XXXL
119.05,54,5.17,S
141.10,31,5.33,XL
158.73,29,6.08,L
123.46,35,5.33,M
136.69,31,5.50,S
136.69,32,5.42,L
143.30,37,5.42,XL
112.44,49,5.33,XXS
138.89,34,5.75,L
123.46,30,5.17,M
123.46,32,5.17,M
103.62,43,5.42,XXS
127.87,24,5.67,M
134.48,31,5.25,L
123.46,26,5.42,S
149.91,25,5.67,XL
127.87,42,5.75,S
127.87,38,5.50,XL
127.87,34,5.50,S
134.48,49,5.33,XXXL
182.98,40,5.92,XXXL
127.87,38,5.58,M
114.64,28,5.08,XXS
114.64,52,5.33,S
169.76,25,5.33,XXXL
119.05,31,5.25,XXS
138.89,43,5.17,XL
114.64,42,5.42,S
158.73,24,5.42,L
138.89,29,5.67,XL
108.03,36,5.08,S
119.05,32,5.17,M
189.60,26,5.50,XL
134.48,30,5.58,M
130.07,29,5.42,XL
119.05,43,5.33,XXS
158.73,27,5.58,XL
138.89,32,5.67,L
182.98,29,5.08,XXXL
163.14,35,5.75,L
114.64,31,5.33,S
158.73,33,5.50,XL
138.89,33,5.58,XL
127.87,24,5.33,L
227.08,31,5.33,XXXL
103.62,31,5.25,XXS
134.48,31,5.58,M
143.30,28,5.58,XL
138.89,29,5.83,M
132.28,24,5.00,L
134.48,38,5.50,L
127.87,47,5.50,XL
119.05,20,5.83,XXS
116.84,27,5.25,M
141.10,20,5.58,M
136.69,32,5.50,M
127.87,43,5.58,XL
182.98,35,5.58,XXXL
123.46,27,5.00,L
108.03,38,5.25,M
119.05,46,5.50,M
103.62,14,5.42,XXXL
149.91,30,5.17,XXXL
119.05,27,5.25,L
158.73,30,5.42,XL
189.60,29,5.42,XXXL
143.30,38,5.75,L
119.05,44,5.25,S
134.48,46,5.25,XXXL
149.91,28,5.33,XXXL
154.32,31,5.50,XL
149.91,32,5.83,L
103.62,32,5.33,S
136.69,51,5.25,M
99.21,27,4.92,XXS
108.03,35,5.08,XXS
121.25,31,5.17,S
134.48,30,5.17,XL
138.89,32,5.83,M
163.14,37,5.25,XXXL
123.46,43,5.67,M
147.71,30,5.33,XXXL
138.89,27,5.58,L
127.87,35,5.42,L
158.73,30,5.17,XXXL
123.46,28,5.75,S
149.91,40,5.58,XL
123.46,47,5.33,L
158.73,31,5.58,XXXL
143.30,28,5.75,XL
147.71,49,5.33,XXXL
149.91,22,5.00,M
127.87,32,5.42,S
127.87,27,5.75,S
152.12,42,5.50,XL
119.05,28,5.17,S
127.87,28,5.67,M
119.05,39,5.25,S
169.76,35,5.50,XXXL
143.30,31,5.33,L
158.73,41,5.58,XXXL
108.03,30,5.33,S
149.91,51,5.50,XL
158.73,44,5.58,XXXL
127.87,31,5.08,M
149.91,33,5.67,L
116.84,28,5.25,XXS
143.30,29,5.33,XL
143.30,55,5.33,XXXL
119.05,44,5.33,M
138.89,32,5.58,L
103.62,25,5.33,XXS
127.87,36,5.42,L
143.30,27,5.75,XL
163.14,55,5.42,XXXL
149.91,40,5.58,XL
134.48,36,5.58,L
138.89,28,5.17,XL
138.89,26,5.17,XXXL
154.32,31,5.17,XXXL
163.14,27,5.75,XL
143.30,37,5.33,XL
114.64,32,5.17,XXS
121.25,37,5.50,S
134.48,30,5.33,M
160.94,35,5.67,XXXL
114.64,32,5.25,S
119.05,33,5.33,M
147.71,41,5.33,XL
105.82,35,5.17,S
134.48,31,5.50,S
134.48,33,5.67,M
121.25,26,5.17,M
138.89,26,5.25,XXXL
149.91,27,5.25,XL
143.30,25,5.67,L
138.89,26,5.50,M
123.46,28,5.50,S
138.89,35,5.17,XXXL
99.21,35,4.92,XXS
138.89,32,5.25,XL
127.87,38,5.08,S
123.46,32,5.33,S
127.87,41,5.75,M
103.62,38,5.25,XXS
123.46,28,5.17,XXS
134.48,31,5.33,L
123.46,29,5.58,M
123.46,27,5.00,M
132.28,30,5.25,M
163.14,27,5.50,XXXL
138.89,35,5.17,XXXL
134.48,25,5.33,M
169.76,42,5.83,XXXL
158.73,29,6.00,XL
136.69,54,5.17,L
108.03,27,5.42,S
123.46,30,5.17,M
143.30,33,5.33,M
187.39,44,5.75,XXXL
134.48,36,5.50,L
125.66,57,5.50,M
138.89,30,5.67,M
138.89,31,5.58,L
134.48,27,5.50,M
158.73,33,5.25,XL
149.91,32,5.42,XL
134.48,29,5.50,L
169.76,39,5.33,XXXL
149.91,43,5.83,XL
134.48,31,5.42,L
127.87,39,5.25,XL
108.03,34,5.25,S
154.32,40,5.67,XL
134.48,41,5.25,XL
145.50,27,5.17,XL
249.12,33,5.50,XXXL
149.91,30,5.42,XL
149.91,27,5.17,XXXL
136.69,44,5.75,L
127.87,32,5.58,M
121.25,34,5.17,L
119.05,30,5.67,S
108.03,39,5.17,M
101.41,35,0.00,XXS
127.87,35,5.50,M
110.23,25,5.67,S
134.48,25,5.42,XL
138.89,36,5.50,M
154.32,41,5.42,XL
154.32,33,5.42,XXXL
127.87,34,5.42,M
154.32,40,5.67,XXXL
119.05,24,5.33,S
149.91,52,5.83,XL
138.89,27,5.92,L
127.87,32,5.58,M
134.48,25,5.58,XL
174.16,30,5.83,XXXL
112.44,33,5.25,XXS
154.32,35,5.83,XL
138.89,31,5.58,M
123.46,32,5.33,S
123.46,37,5.33,S
138.89,35,5.08,XL
163.14,31,5.58,XXXL
169.76,34,6.08,XXXL
114.64,42,5.25,S
141.10,32,5.50,L
134.48,30,5.33,M
123.46,27,5.00,S
134.48,37,5.67,M
127.87,29,5.50,S
138.89,39,5.25,L
103.62,34,4.92,XXS
138.89,36,5.67,M
154.32,35,5.83,XXXL
132.28,37,5.50,M
152.12,30,5.75,XL
123.46,47,5.50,M
125.66,32,5.42,L
138.89,36,5.50,M
149.91,62,5.42,XXXL
174.16,33,6.00,XL
138.89,36,5.50,M
149.91,28,5.17,XL
108.03,29,5.17,S
143.30,28,5.58,L
154.32,23,5.42,XXXL
134.48,35,5.17,XL
123.46,34,5.75,S
158.73,29,5.50,XL
138.89,29,5.42,XL
114.64,39,5.25,XXS
143.30,45,5.58,XL
123.46,29,5.42,M
130.07,42,5.33,L
134.48,39,5.50,L
163.14,31,5.83,XXXL
134.48,40,5.25,L
123.46,31,5.25,M
134.48,39,5.67,L
136.69,49,5.67,XL
123.46,26,5.58,M
154.32,62,5.17,XXXL
123.46,39,5.58,S
141.10,23,5.75,M
136.69,40,5.58,M
143.30,31,5.58,M
154.32,34,5.42,XXXL
132.28,30,5.67,L
134.48,30,5.33,XL
123.46,33,5.50,M
123.46,22,5.58,L
165.35,35,5.75,XXXL
119.05,32,5.33,S
134.48,36,5.42,M
101.41,48,5.00,S
114.64,53,5.33,M
158.73,34,5.33,XL
158.73,45,5.50,XXXL
114.64,51,5.25,S
123.46,21,5.33,M
149.91,34,5.58,XXXL
123.46,28,5.50,S
119.05,52,5.25,S
127.87,35,5.42,M
143.30,30,5.58,XL
105.82,31,5.17,S
138.89,34,5.58,L
158.73,35,5.33,XXXL
134.48,31,5.42,L
138.89,29,5.58,L
178.57,,5.75,XXXL
134.48,30,5.50,L
143.30,37,5.58,L
143.30,36,5.67,XL
127.87,32,5.17,M
149.91,33,5.75,XL
119.05,32,5.33,S
163.14,27,5.67,XXXL
141.10,29,5.58,M
132.28,52,5.50,M
112.44,31,5.25,M
114.64,39,5.42,S
127.87,32,5.67,M
143.30,38,5.50,L
114.64,33,5.25,M
163.14,35,5.83,XL
136.69,31,5.42,M
154.32,37,5.67,XXXL
121.25,22,5.25,M
125.66,31,5.25,L
158.73,38,5.75,XL
143.30,26,5.75,L
125.66,38,5.67,S
123.46,35,5.25,XXS
123.46,30,5.25,S
127.87,29,5.33,XL
127.87,32,5.67,L
127.87,28,5.42,M
123.46,38,5.58,M
127.87,31,5.33,L
149.91,33,5.50,XL
125.66,43,5.58,M
123.46,28,5.50,S
213.85,57,5.42,XXXL
149.91,28,5.33,L
127.87,32,5.42,M
138.89,29,5.67,S
127.87,30,5.50,S
149.91,28,5.42,L
101.41,33,5.17,XXS
127.87,43,5.58,S
116.84,32,5.33,M
154.32,47,5.83,XL
136.69,29,5.83,L
253.53,34,5.33,XXXL
127.87,33,5.50,S
143.30,40,5.50,XL
123.46,33,5.33,M
108.03,29,5.50,S
189.60,33,5.17,XL
110.23,32,5.08,XXS
103.62,34,5.00,XXS
158.73,32,5.58,XXXL
121.25,40,5.17,M
105.82,32,5.17,S
138.89,29,5.75,L
123.46,31,5.58,S
143.30,42,5.83,XXXL
169.76,40,5.42,XXXL
119.05,30,5.67,S
132.28,33,5.58,M
130.07,34,5.58,L
119.05,35,4.92,M
127.87,28,5.58,M
138.89,28,5.75,L
119.05,31,5.25,M
149.91,23,5.42,XL
116.84,26,5.33,XXS
147.71,35,5.75,XL
134.48,39,5.75,M
134.48,42,5.33,L
138.89,21,5.67,XL
119.05,34,5.42,S
158.73,29,5.75,XL
127.87,35,5.58,S
149.91,35,5.50,L
119.05,20,5.67,M
143.30,25,5.42,L
127.87,28,5.42,S
154.32,29,5.75,L
127.87,26,5.42,S
127.87,29,5.75,S
108.03,38,5.17,M
158.73,40,5.50,XXXL
134.48,26,5.33,M
149.91,19,5.83,XL
127.87,47,5.25,S
119.05,37,5.67,S
138.89,37,5.33,L
165.35,51,5.42,L
134.48,36,5.58,M
101.41,60,5.08,XXS
169.76,45,5.33,XXXL
167.55,27,5.75,XXXL
169.76,26,5.58,XXXL
121.25,42,5.50,L
163.14,36,5.75,XXXL
134.48,29,5.33,L
154.32,40,5.58,XL
149.91,38,5.75,L
163.14,33,5.25,XXXL
123.46,44,5.08,S
123.46,26,5.00,XXXL
119.05,37,5.67,S
127.87,25,5.33,S
149.91,30,5.50,XL
147.71,32,5.67,L
191.80,34,5.50,XXXL
125.66,32,5.50,S
116.84,17,5.42,XXS
178.57,34,5.42,XXXL
149.91,47,5.33,XXXL
174.16,34,5.33,XXXL
141.10,23,5.75,M
119.05,53,5.50,M
123.46,34,5.17,M
158.73,27,5.25,XXXL
125.66,56,5.67,M
138.89,34,5.42,M
123.46,27,5.50,S
160.94,32,5.75,XL
134.48,18,5.75,L
134.48,,5.92,S
116.84,61,5.50,L
149.91,23,5.50,XL
143.30,34,5.50,XL
119.05,28,5.25,M
119.05,31,5.25,S
127.87,20,5.67,S
143.30,33,5.58,XL
138.89,32,5.42,L
114.64,32,5.25,M
123.46,39,5.58,S
174.16,28,6.00,XL
134.48,42,5.83,M
116.84,41,4.75,L
158.73,26,5.50,XXXL
189.60,33,5.42,XXXL
119.05,31,5.25,S
154.32,45,5.58,XL
134.48,42,5.58,L
127.87,24,5.25,M
127.87,33,5.50,M
143.30,28,5.42,XXXL
127.87,34,5.50,XL
112.44,28,5.50,XXS
123.46,36,5.25,M
101.41,34,5.00,S
116.84,32,5.58,S
149.91,30,5.42,XL
202.83,27,5.42,XXXL
123.46,30,5.58,S
127.87,28,5.50,S
125.66,51,5.58,XXXL
108.03,41,5.17,M
108.03,33,5.25,XXS
119.05,30,5.33,S
154.32,47,5.42,XXXL
138.89,32,5.50,M
138.89,24,5.58,M
143.30,31,5.83,L
136.69,22,5.67,L
127.87,30,5.42,M
171.96,34,5.67,XXXL
138.89,54,5.58,M
103.62,32,5.17,XXS
220.46,39,5.42,XXXL
123.46,31,5.50,S
119.05,31,5.42,XXS
152.12,42,5.75,L
138.89,31,5.33,S
149.91,36,5.42,XXXL
134.48,33,5.17,M
169.76,31,5.33,XXXL
163.14,37,5.33,XXXL
134.48,31,5.50,M
149.91,37,5.25,XXXL
163.14,44,5.50,XXXL
134.48,29,5.25,XL
123.46,52,5.17,S
216.05,51,5.33,XXXL
134.48,42,5.67,L
114.64,41,5.42,M
114.64,38,5.00,XL
149.91,24,5.58,L
138.89,34,5.33,M
105.82,40,5.33,XXS
108.03,24,5.50,S
138.89,34,5.25,XL
136.69,30,5.58,L
134.48,29,5.33,XXXL
138.89,32,5.42,M
158.73,32,5.67,XL
108.03,24,5.00,XXS
134.48,43,5.33,L
114.64,32,5.17,M
141.10,30,5.42,XL
158.73,28,5.75,XXXL
134.48,35,5.58,S
123.46,32,5.50,M
138.89,25,5.75,M
134.48,32,5.58,L
134.48,30,5.50,L
134.48,31,5.58,M
127.87,35,5.83,M
136.69,36,5.33,XL
127.87,36,5.75,S
178.57,29,5.42,XXXL
108.03,28,5.42,XXS
125.66,36,5.67,S
134.48,35,5.17,M
149.91,43,5.75,XL
119.05,38,5.17,M
134.48,32,5.33,M
103.62,28,5.25,XXS
125.66,52,5.17,L
143.30,45,5.50,XL
136.69,26,5.92,M
163.14,35,5.33,XXXL
103.62,27,5.17,S
143.30,27,5.42,L
123.46,35,5.58,S
127.87,30,5.67,M
138.89,34,5.33,XL
143.30,26,5.33,L
108.03,23,5.33,XXS
138.89,25,5.50,L
134.48,43,5.50,L
127.87,31,5.25,S
125.66,32,5.33,S
119.05,46,5.25,M
149.91,22,5.50,L
108.03,42,5.42,S
110.23,31,5.08,XXS
136.69,29,5.50,XL
123.46,35,5.25,M
108.03,38,5.33,S
108.03,40,5.25,S
127.87,28,5.25,S
114.64,27,5.42,XXS
123.46,50,5.42,S
163.14,46,5.67,XL
119.05,28,5.17,XXS
198.42,48,5.58,XXXL
143.30,30,5.42,XL
119.05,28,5.25,S
127.87,45,5.42,XL
127.87,33,5.08,L
132.28,32,5.58,S
138.89,24,5.75,XL
149.91,25,5.67,XL
134.48,47,5.58,M
154.32,42,5.42,L
138.89,38,5.25,XL
149.91,38,5.17,XXXL
167.55,19,5.33,XXXL
123.46,57,5.50,XL
119.05,30,5.75,XXS
123.46,32,5.17,S
158.73,26,5.42,L
134.48,40,5.25,L
119.05,38,5.25,XXS
229.28,33,5.58,XXXL
123.46,29,5.25,M
121.25,26,5.00,M
145.50,33,5.58,XXXL
143.30,31,5.75,M
149.91,49,5.50,XL
123.46,24,5.33,S
136.69,34,5.17,XL
136.69,37,5.42,M
114.64,20,5.25,XXS
127.87,38,5.17,L
154.32,41,5.67,L
119.05,33,5.17,M
119.05,29,4.92,XXS
138.89,30,5.50,L
138.89,45,5.25,L
149.91,32,5.83,L
136.69,34,5.50,S
127.87,47,5.33,L
123.46,47,5.33,M
138.89,25,5.83,M
152.12,29,5.33,XXXL
101.41,29,5.00,S
138.89,27,5.58,S
103.62,29,5.25,XXS
145.50,40,5.42,XL
114.64,22,5.17,S
114.64,53,5.25,M
149.91,36,5.75,L
121.25,26,5.58,M
136.69,29,5.58,M
149.91,30,5.58,XL
158.73,27,5.83,XL
108.03,31,5.25,S
127.87,32,5.75,M
143.30,27,5.58,L
138.89,36,5.58,M
119.05,29,5.50,M
134.48,41,5.50,M
103.62,27,5.42,XXS
143.30,51,5.50,XXXL
114.64,24,5.08,S
138.89,42,5.75,L
108.03,21,5.58,S
158.73,38,5.67,XL
143.30,29,5.42,M
154.32,62,5.25,XXXL
138.89,37,5.50,L
134.48,28,5.42,XL
123.46,48,5.42,M
132.28,42,5.33,M
103.62,25,5.17,S
108.03,21,5.17,XXS
138.89,35,5.25,XXXL
94.80,18,5.17,S
134.48,31,5.67,M
127.87,28,5.33,L
209.44,37,5.58,XXXL
108.03,31,4.92,S
138.89,23,5.75,L
191.80,28,5.58,XXXL
123.46,25,5.25,M
119.05,33,5.08,XXS
136.69,32,5.17,XL
143.30,32,5.58,L
134.48,25,5.50,M
114.64,29,5.50,S
134.48,31,5.58,L
143.30,29,5.67,XL
149.91,22,5.42,XL
